p_dep,p_gate,p_res,p_read,l,d,r,ts
0.00676667,0.0099,0.00363333,0.00363333,0.01091136,7,25,13:44.0
0.00676667,0.0099,0.00676667,0.00676667,0.01109327,11,33,18:24.5
0.00676667,0.0099,0.00676667,0.00676667,0.01112479,9,33,17:33.5
0.00676667,0.0099,0.0005,0.0005,0.01112967,3,5,09:21.2
0.00676667,0.00676667,0.0099,0.0099,0.01128703,3,5,04:31.4
0.00676667,0.0099,0.00676667,0.00676667,0.01137921,11,41,18:33.2
0.00676667,0.00676667,0.0099,0.0099,0.01152834,3,9,04:33.1
0.00676667,0.0099,0.0005,0.0005,0.01180216,3,13,09:25.4
0.00676667,0.0099,0.00676667,0.00676667,0.01184399,9,37,17:36.7
0.00676667,0.0099,0.00363333,0.00363333,0.01186328,5,17,13:10.0
0.00676667,0.0099,0.0099,0.0099,0.01200703,11,41,21:41.3
0.00676667,0.0099,0.00363333,0.00363333,0.01241264,3,5,12:43.8
0.00676667,0.0099,0.00363333,0.00363333,0.0125699,3,9,12:45.3
0.00676667,0.0099,0.00676667,0.00676667,0.01260528,7,25,16:51.7
0.00676667,0.0099,0.0099,0.0099,0.0126632,11,33,21:32.0
0.00676667,0.0099,0.0099,0.0099,0.01291127,11,45,21:46.6
0.00676667,0.0099,0.0005,0.0005,0.012927,3,9,09:23.3
0.00676667,0.0099,0.00363333,0.00363333,0.01318481,3,13,12:46.7
0.00676667,0.0099,0.00676667,0.00676667,0.01328961,7,29,16:54.1
0.00676667,0.0099,0.00676667,0.00676667,0.01329644,7,21,16:49.7
0.00676667,0.0099,0.00363333,0.00363333,0.01339102,5,21,13:11.8
0.00676667,0.0099,0.00363333,0.00363333,0.01346323,5,13,13:08.6
0.00676667,0.0099,0.0099,0.0099,0.01347374,7,25,20:02.6
0.00676667,0.0099,0.0099,0.0099,0.01354957,9,33,20:42.8
0.00676667,0.0099,0.00676667,0.00676667,0.01356442,9,29,17:30.5
0.00676667,0.0099,0.0099,0.0099,0.01358866,9,29,20:40.1
0.00676667,0.0099,0.0099,0.0099,0.01372328,7,21,19:59.9
0.00676667,0.0099,0.0099,0.0099,0.01457692,9,37,20:45.5
0.00676667,0.0099,0.00676667,0.00676667,0.01470301,3,13,15:54.8
0.00676667,0.0099,0.00676667,0.00676667,0.01481435,3,5,15:52.3
0.00676667,0.0099,0.0099,0.0099,0.01486084,5,13,19:24.4
0.00676667,0.0099,0.00676667,0.00676667,0.0151692,5,21,16:18.5
0.00676667,0.0099,0.00676667,0.00676667,0.01547374,3,9,15:53.6
0.00676667,0.0099,0.0099,0.0099,0.01557685,5,17,19:26.5
0.00676667,0.0099,0.0099,0.0099,0.01560731,5,21,19:28.5
0.00676667,0.0099,0.0099,0.0099,0.0157418,7,29,20:04.8
0.00676667,0.0099,0.0099,0.0099,0.01588803,11,37,21:36.1
0.00676667,0.0099,0.00676667,0.00676667,0.01590382,5,17,16:16.8
0.00676667,0.0099,0.0099,0.0099,0.01604573,3,13,19:00.9
0.00676667,0.0099,0.00676667,0.00676667,0.01637449,5,13,16:15.2
0.00676667,0.0099,0.0099,0.0099,0.01722339,3,5,18:58.5
0.00676667,0.0099,0.0099,0.0099,0.01731402,3,9,18:59.7
0.00363333,0.0005,0.0005,0.0005,6.06E-08,11,33,37:33.7
0.00676667,0.0005,0.0005,0.0005,3.03E-07,11,33,46:16.1
0.0099,0.0005,0.0005,0.0005,2.61E-06,11,33,36:16.3
0.0099,0.0005,0.00363333,0.00363333,5.21E-06,11,33,59:31.0
0.0099,0.0005,0.00363333,0.00363333,5.81E-06,11,37,01:52.0
0.0099,0.0005,0.00363333,0.00363333,5.81E-06,11,41,03:19.5
0.0099,0.0005,0.00363333,0.00363333,6.56E-06,11,45,04:57.5
0.0099,0.0005,0.00676667,0.00676667,1.00E-05,11,33,24:50.8
0.0099,0.0005,0.00676667,0.00676667,1.05E-05,11,41,28:17.1
0.0099,0.0005,0.00676667,0.00676667,1.09E-05,11,37,26:24.9
0.0099,0.0005,0.00676667,0.00676667,1.11E-05,11,45,31:18.8
0.00363333,0.0005,0.0005,0.0005,1.08E-07,11,37,38:25.3
0.00676667,0.0005,0.0005,0.0005,3.78E-07,11,37,47:05.0
0.0099,0.0005,0.0099,0.0099,1.80E-05,11,41,55:14.8
0.0099,0.0005,0.0099,0.0099,1.82E-05,11,45,56:51.7
0.0099,0.0005,0.0099,0.0099,2.01E-05,11,33,52:09.8
0.0099,0.0005,0.0099,0.0099,2.19E-05,11,37,53:38.4
0.0099,0.0005,0.00363333,0.00363333,2.64E-05,9,37,51:16.4
0.0099,0.0005,0.00363333,0.00363333,2.74E-05,9,33,50:47.0
0.0099,0.0005,0.00363333,0.00363333,2.83E-05,9,29,49:46.6
0.0099,0.0005,0.00676667,0.00676667,4.48E-05,9,37,15:54.4
0.0099,0.0005,0.00676667,0.00676667,4.54E-05,9,29,15:04.6
0.0099,0.0005,0.00676667,0.00676667,4.78E-05,9,33,15:30.2
0.0099,0.0005,0.0005,0.0005,2.16E-06,11,37,37:18.4
0.0099,0.0005,0.0099,0.0099,6.44E-05,9,37,42:24.3
0.0099,0.0005,0.0099,0.0099,6.94E-05,9,33,41:58.9
0.00363333,0.0005,0.0005,0.0005,4.88E-08,11,41,39:24.9
0.0099,0.0005,0.0099,0.0099,7.00E-05,9,29,41:38.5
0.0099,0.0005,0.00363333,0.00363333,0.00011868,7,29,46:15.9
0.0099,0.0005,0.00363333,0.00363333,0.00012594,7,21,46:05.5
0.0099,0.0005,0.00363333,0.00363333,0.00013746,7,25,46:10.8
0.0099,0.0005,0.00676667,0.00676667,0.00017934,7,25,12:10.4
0.0099,0.0005,0.00676667,0.00676667,0.00018546,7,29,12:15.1
0.0099,0.00363333,0.0005,0.0005,0.00020202,11,45,06:43.7
0.0099,0.0005,0.00676667,0.00676667,0.00020596,7,21,12:05.9
0.0099,0.00363333,0.0005,0.0005,0.00020657,11,33,06:05.1
0.0099,0.00363333,0.0005,0.0005,0.00020894,11,37,06:17.4
0.0099,0.00363333,0.0005,0.0005,0.00021247,11,41,06:31.0
0.0099,0.0005,0.0099,0.0099,0.00026599,7,25,39:01.1
0.0099,0.0005,0.0099,0.0099,0.00026959,7,21,38:57.3
0.0099,0.0005,0.0099,0.0099,0.00027499,7,29,39:05.3
0.00676667,0.0005,0.0005,0.0005,4.39E-07,11,41,47:57.3
0.0099,0.0005,0.0005,0.0005,2.15E-06,11,41,38:26.2
0.0005,0.0005,0.0005,0.0005,2.22E-08,11,45,55:28.7
0.0099,0.00363333,0.00363333,0.00363333,0.00035582,11,37,11:17.2
0.0099,0.00363333,0.00363333,0.00363333,0.00036522,11,41,11:28.4
0.0099,0.00363333,0.00363333,0.00363333,0.00040075,11,33,11:07.2
0.0099,0.00363333,0.00363333,0.00363333,0.00042219,11,45,11:40.3
0.0099,0.00363333,0.0005,0.0005,0.00044607,9,37,03:57.8
0.0099,0.00363333,0.0005,0.0005,0.00048963,9,33,03:52.0
0.0099,0.00363333,0.0005,0.0005,0.00049174,9,29,03:46.1
0.0099,0.00363333,0.00676667,0.00676667,0.00053511,11,33,15:42.1
0.0099,0.0005,0.00363333,0.00363333,0.00056436,5,21,44:47.3
0.0099,0.00363333,0.00676667,0.00676667,0.00057589,11,45,16:07.6
0.0099,0.00363333,0.00676667,0.00676667,0.00057975,11,41,15:58.6
0.0099,0.0005,0.00363333,0.00363333,0.00059186,5,17,44:45.1
0.0099,0.0005,0.00363333,0.00363333,0.00060278,5,13,44:43.1
0.0099,0.00363333,0.00676667,0.00676667,0.00060613,11,37,15:49.9
0.0099,0.00363333,0.00363333,0.00363333,0.00071002,9,29,09:18.5
0.0099,0.0005,0.00676667,0.00676667,0.00073415,5,13,11:20.3
0.0099,0.0005,0.00676667,0.00676667,0.00074085,5,21,11:24.2
0.0099,0.00363333,0.00363333,0.00363333,0.00074659,9,33,09:22.7
0.0099,0.00363333,0.00363333,0.00363333,0.00076636,9,37,09:27.7
0.0099,0.0005,0.00676667,0.00676667,0.00079444,5,17,11:22.3
0.0099,0.00363333,0.0099,0.0099,0.00079602,11,45,20:14.4
0.0099,0.00363333,0.0099,0.0099,0.00080842,11,41,20:05.8
0.0099,0.00363333,0.0099,0.0099,0.00082079,11,37,19:57.2
0.0099,0.00363333,0.0099,0.0099,0.00087708,11,33,19:49.1
0.0099,0.0005,0.0099,0.0099,0.00093849,5,17,38:14.9
0.0099,0.0005,0.0099,0.0099,0.00099074,5,21,38:16.7
0.0099,0.00363333,0.0005,0.0005,0.00099754,7,21,02:49.6
0.0099,0.00363333,0.0005,0.0005,0.00101742,7,25,02:52.2
0.0099,0.00363333,0.00676667,0.00676667,0.00102337,9,29,14:04.7
0.0099,0.0005,0.0099,0.0099,0.00106636,5,13,38:13.2
0.0099,0.00363333,0.00676667,0.00676667,0.00106734,9,37,14:13.8
0.0099,0.00363333,0.0005,0.0005,0.00109207,7,29,02:54.6
0.0099,0.00363333,0.00676667,0.00676667,0.00119197,9,33,14:09.2
0.0099,0.00363333,0.0099,0.0099,0.00129618,9,33,18:25.7
0.0099,0.00363333,0.0099,0.0099,0.00129952,9,29,18:21.6
0.0099,0.00363333,0.0099,0.0099,0.00139836,9,37,18:30.0
0.0099,0.00363333,0.00363333,0.00363333,0.00141385,7,21,08:22.6
0.0099,0.00363333,0.00363333,0.00363333,0.0014404,7,29,08:27.3
0.0099,0.00363333,0.00363333,0.00363333,0.00144436,7,25,08:24.8
0.00363333,0.0005,0.0005,0.0005,2.22E-08,11,45,40:29.5
0.00676667,0.0005,0.0005,0.0005,3.78E-07,11,45,48:53.2
0.0099,0.0005,0.0005,0.0005,2.04E-06,11,45,39:41.1
0.0099,0.00363333,0.00676667,0.00676667,0.00176868,7,21,13:13.5
0.0099,0.00363333,0.00676667,0.00676667,0.00189385,7,25,13:15.7
0.0099,0.00363333,0.00676667,0.00676667,0.00194239,7,29,13:18.0
0.0099,0.00676667,0.0005,0.0005,0.00194389,11,37,23:36.2
0.0099,0.00676667,0.0005,0.0005,0.00204686,11,45,23:47.9
0.0099,0.00676667,0.0005,0.0005,0.00207367,11,41,23:41.8
0.0099,0.00676667,0.0005,0.0005,0.00210623,11,33,23:30.6
0.0099,0.00363333,0.0005,0.0005,0.00220613,5,17,02:19.6
0.0099,0.00363333,0.0099,0.0099,0.00224461,7,21,17:32.7
0.0099,0.00363333,0.0005,0.0005,0.00228484,5,13,02:18.1
0.0099,0.00363333,0.0005,0.0005,0.00233006,5,21,02:21.4
0.0099,0.00363333,0.0099,0.0099,0.00237436,7,25,17:35.0
0.0099,0.00363333,0.0099,0.0099,0.00243717,7,29,17:37.5
0.0099,0.0005,0.00363333,0.00363333,0.00254035,3,9,44:19.8
0.0099,0.0005,0.00363333,0.00363333,0.00260634,3,5,44:18.6
0.0099,0.0005,0.00363333,0.00363333,0.00274263,3,13,44:21.2
0.0099,0.00676667,0.0005,0.0005,0.00281195,9,29,22:24.2
0.0099,0.00676667,0.00363333,0.00363333,0.00286721,11,45,27:12.1
0.0099,0.00676667,0.0005,0.0005,0.00293027,9,37,22:32.2
0.0099,0.00676667,0.00363333,0.00363333,0.00298501,11,41,27:06.1
0.0099,0.00676667,0.0005,0.0005,0.00300453,9,33,22:28.4
0.0099,0.0005,0.00676667,0.00676667,0.00306308,3,13,10:58.6
0.0099,0.00363333,0.00363333,0.00363333,0.00307384,5,17,07:53.5
0.0099,0.00363333,0.00363333,0.00363333,0.00308061,5,21,07:55.0
0.0099,0.00676667,0.00363333,0.00363333,0.00309382,11,37,27:00.6
0.0099,0.00363333,0.00363333,0.00363333,0.00312102,5,13,07:52.1
0.0099,0.00676667,0.00363333,0.00363333,0.00324027,11,33,26:55.0
0.0099,0.0005,0.00676667,0.00676667,0.0033691,3,9,10:57.5
0.0099,0.00363333,0.00676667,0.00676667,0.00343171,5,13,12:44.1
0.0099,0.0005,0.0099,0.0099,0.00355518,3,9,37:50.2
0.0099,0.00363333,0.00676667,0.00676667,0.00363048,5,21,12:47.0
0.0099,0.0005,0.0099,0.0099,0.00369806,3,13,37:51.4
0.0099,0.0005,0.00676667,0.00676667,0.00370233,3,5,10:56.3
0.0099,0.00363333,0.00676667,0.00676667,0.00383228,5,17,12:45.5
0.0099,0.00363333,0.0099,0.0099,0.00392819,5,21,17:05.3
0.0099,0.00676667,0.00363333,0.00363333,0.00394055,9,29,25:52.2
0.0099,0.00676667,0.0005,0.0005,0.00410287,7,21,21:40.5
0.0099,0.00676667,0.00676667,0.00676667,0.00412684,11,45,30:39.9
0.0099,0.00676667,0.00363333,0.00363333,0.00413475,9,33,25:55.4
0.0099,0.00676667,0.00363333,0.00363333,0.00415364,9,37,25:58.8
0.0099,0.0005,0.0099,0.0099,0.00419768,3,5,37:49.0
0.0099,0.00676667,0.00676667,0.00676667,0.00421322,11,41,30:34.3
0.0099,0.00363333,0.0005,0.0005,0.00424526,3,5,01:55.5
0.0099,0.00676667,0.00676667,0.00676667,0.00433793,11,37,30:28.7
0.0099,0.00676667,0.00676667,0.00676667,0.00434489,11,33,30:23.2
0.0099,0.00363333,0.0099,0.0099,0.00435623,5,17,17:03.7
0.0099,0.00676667,0.0005,0.0005,0.00442929,7,25,21:42.7
0.0099,0.00363333,0.0005,0.0005,0.00453714,3,9,01:56.8
0.0099,0.00676667,0.0005,0.0005,0.00454645,7,29,21:45.0
0.0099,0.00363333,0.0099,0.0099,0.00462051,5,13,17:02.1
0.0099,0.00363333,0.0005,0.0005,0.00465038,3,13,01:58.1
0.0099,0.00676667,0.0099,0.0099,0.00485996,11,45,33:58.3
0.0099,0.00676667,0.0099,0.0099,0.00486151,11,37,33:47.8
0.0099,0.00676667,0.00676667,0.00676667,0.00515652,9,29,29:21.1
0.0099,0.00676667,0.0099,0.0099,0.00521684,11,33,33:41.3
0.0099,0.00676667,0.00676667,0.00676667,0.00536566,9,37,29:27.8
0.0099,0.00676667,0.00363333,0.00363333,0.00543691,7,25,25:09.9
0.0099,0.00676667,0.00363333,0.00363333,0.00551294,7,21,25:07.7
0.0099,0.00676667,0.00676667,0.00676667,0.00552437,9,33,29:24.3
0.0099,0.00676667,0.0099,0.0099,0.00566036,11,41,33:52.9
0.0099,0.00676667,0.00363333,0.00363333,0.00588129,7,29,25:12.0
0.0099,0.00363333,0.00363333,0.00363333,0.00590182,3,13,07:32.5
0.0099,0.00363333,0.00363333,0.00363333,0.00596574,3,9,07:31.3
0.0099,0.00363333,0.00363333,0.00363333,0.006101,3,5,07:30.2
0.0099,0.00363333,0.00676667,0.00676667,0.00618941,3,13,12:24.1
0.0099,0.00676667,0.0099,0.0099,0.00634098,9,29,32:38.0
0.0099,0.00676667,0.0005,0.0005,0.00646859,5,21,21:12.3
0.0099,0.00676667,0.0099,0.0099,0.00648296,9,37,32:44.4
0.0099,0.00676667,0.00676667,0.00676667,0.00654712,7,25,28:38.9
0.0099,0.00676667,0.0005,0.0005,0.00659163,5,17,21:10.7
0.0099,0.00676667,0.00676667,0.00676667,0.00666182,7,21,28:37.0
0.0099,0.00676667,0.0099,0.0099,0.00670912,9,33,32:41.2
0.0099,0.00363333,0.00676667,0.00676667,0.00671131,3,9,12:22.8
0.0099,0.00676667,0.00676667,0.00676667,0.00678965,7,29,28:41.1
0.0099,0.00676667,0.0005,0.0005,0.00682454,5,13,21:09.0
0.0099,0.00363333,0.00676667,0.00676667,0.00726371,3,5,12:21.6
0.0099,0.00676667,0.00363333,0.00363333,0.00750125,5,13,24:37.0
0.0099,0.00363333,0.0099,0.0099,0.00774619,3,13,16:43.2
0.0099,0.00676667,0.0005,0.0005,0.00775187,3,5,20:45.5
0.0099,0.00676667,0.00363333,0.00363333,0.00777595,5,21,24:40.0
0.0099,0.00676667,0.00676667,0.00676667,0.00792082,5,21,28:07.6
0.0099,0.0099,0.0005,0.0005,0.00803528,11,33,36:48.5
0.0099,0.00676667,0.00363333,0.00363333,0.00815502,5,17,24:38.5
0.0099,0.00363333,0.0099,0.0099,0.00823395,3,9,16:41.9
0.0099,0.00676667,0.0099,0.0099,0.0083678,7,21,31:56.6
0.0099,0.0099,0.0005,0.0005,0.00837931,11,45,37:03.2
0.0099,0.0099,0.0005,0.0005,0.00852169,11,41,36:58.0
0.0099,0.00676667,0.0099,0.0099,0.00862636,7,25,31:58.6
0.0099,0.00676667,0.0005,0.0005,0.00865123,3,13,20:48.1
0.0099,0.00676667,0.0005,0.0005,0.00869588,3,9,20:46.7
0.0099,0.00676667,0.0099,0.0099,0.0087836,7,29,32:00.9
0.0099,0.00676667,0.00676667,0.00676667,0.008815,5,13,28:04.4
0.0099,0.00676667,0.00676667,0.00676667,0.00888627,5,17,28:05.9
0.0099,0.0099,0.0005,0.0005,0.00904217,11,37,36:53.0
0.0099,0.00363333,0.0099,0.0099,0.0091342,3,5,16:40.8
0.0099,0.0099,0.0005,0.0005,0.00984775,9,33,35:56.1
0.0099,0.00676667,0.00363333,0.00363333,0.01013011,3,5,24:12.5
0.0099,0.00676667,0.00363333,0.00363333,0.01013158,3,13,24:15.2
0.0099,0.0099,0.0005,0.0005,0.01025659,9,37,35:59.2
0.0099,0.0099,0.0005,0.0005,0.01038195,7,21,35:13.3
0.0099,0.00676667,0.0099,0.0099,0.01044811,5,17,31:27.7
0.0099,0.00676667,0.0099,0.0099,0.01052266,5,21,31:29.6
0.0099,0.00676667,0.0099,0.0099,0.01055344,5,13,31:26.1
0.0099,0.0099,0.00363333,0.00363333,0.0106669,11,45,40:10.3
0.0099,0.0099,0.00363333,0.00363333,0.01069235,11,33,39:55.6
0.0099,0.0099,0.0005,0.0005,0.01085806,7,29,35:17.6
0.0099,0.00676667,0.00363333,0.00363333,0.01098221,3,9,24:13.9
0.0099,0.0099,0.0005,0.0005,0.01115211,9,29,35:52.7
0.0099,0.00676667,0.00676667,0.00676667,0.01140255,3,5,27:37.6
0.0099,0.0099,0.00363333,0.00363333,0.01173668,11,41,40:04.9
0.0099,0.00676667,0.00676667,0.00676667,0.01179448,3,9,27:38.9
0.0099,0.0099,0.0005,0.0005,0.01183747,5,13,34:43.9
0.0099,0.00676667,0.00676667,0.00676667,0.01187572,3,13,27:40.3
0.0099,0.0099,0.00363333,0.00363333,0.01205569,9,33,39:01.6
0.0099,0.0099,0.00363333,0.00363333,0.0121037,9,29,38:58.6
0.0099,0.0099,0.00676667,0.00676667,0.01218025,9,37,42:10.7
0.0099,0.0099,0.00363333,0.00363333,0.01219525,11,37,40:00.3
0.0099,0.0099,0.00363333,0.00363333,0.01240584,9,37,39:04.6
0.0099,0.0099,0.00363333,0.00363333,0.0124148,7,21,38:17.3
0.0099,0.0099,0.00676667,0.00676667,0.01251991,11,37,43:02.5
0.0099,0.00676667,0.0099,0.0099,0.01253127,3,9,31:03.6
0.0099,0.0099,0.0005,0.0005,0.01286045,7,25,35:15.4
0.0099,0.0099,0.00676667,0.00676667,0.01304251,11,45,43:12.7
0.0099,0.0099,0.0005,0.0005,0.01327103,3,9,34:21.6
0.0099,0.0099,0.0005,0.0005,0.01339089,5,17,34:45.4
0.0099,0.0099,0.00676667,0.00676667,0.01343564,11,33,42:58.0
0.0099,0.0099,0.0005,0.0005,0.01350306,5,21,34:47.0
0.0099,0.0099,0.00363333,0.00363333,0.01356785,7,25,38:19.5
0.0099,0.00676667,0.0099,0.0099,0.0135881,3,5,31:02.4
0.0099,0.0099,0.00363333,0.00363333,0.01384155,7,29,38:21.5
0.0099,0.00676667,0.0099,0.0099,0.013844,3,13,31:04.9
0.0099,0.0099,0.00676667,0.00676667,0.01392537,9,29,42:04.1
0.0099,0.0099,0.00676667,0.00676667,0.01406206,11,41,43:07.5
0.0099,0.0099,0.00676667,0.00676667,0.01483015,7,21,41:23.3
0.0099,0.0099,0.00676667,0.00676667,0.01491604,7,25,41:25.3
0.0099,0.0099,0.0005,0.0005,0.01503346,3,13,34:22.9
0.0099,0.0099,0.00676667,0.00676667,0.01505536,5,17,40:55.8
0.0099,0.0099,0.0005,0.0005,0.0150779,3,5,34:20.2
0.0099,0.0099,0.00363333,0.00363333,0.01509863,5,13,37:48.1
0.0099,0.0099,0.00363333,0.00363333,0.01510739,5,17,37:49.7
0.0099,0.0099,0.00363333,0.00363333,0.01532088,3,5,37:23.7
0.0099,0.0099,0.00676667,0.00676667,0.0154974,7,29,41:27.6
0.0099,0.0099,0.0099,0.0099,0.01550724,11,33,46:00.5
0.0099,0.0099,0.00363333,0.00363333,0.01555777,5,21,37:51.2
0.0099,0.0099,0.00676667,0.00676667,0.01590222,9,33,42:07.4
0.0099,0.0099,0.00676667,0.00676667,0.01594202,3,5,40:30.5
0.0099,0.0099,0.0099,0.0099,0.01596635,11,37,46:04.8
0.0099,0.0099,0.00363333,0.00363333,0.01624632,3,9,37:24.9
0.0099,0.0099,0.0099,0.0099,0.01643572,9,29,45:06.6
0.0099,0.0099,0.0099,0.0099,0.01667189,11,45,46:14.5
0.0099,0.0099,0.0099,0.0099,0.01677258,11,41,46:09.4
0.0099,0.0099,0.00676667,0.00676667,0.0169127,3,9,40:31.8
0.0099,0.0099,0.0099,0.0099,0.0169685,3,13,43:37.1
0.0099,0.0099,0.00363333,0.00363333,0.01705666,3,13,37:26.4
0.0099,0.0099,0.00676667,0.00676667,0.01725549,5,13,40:54.2
0.0099,0.0099,0.0099,0.0099,0.01778949,5,21,44:01.2
0.0099,0.0099,0.0099,0.0099,0.01798751,7,21,44:27.9
0.0099,0.0099,0.0099,0.0099,0.01828496,7,25,44:29.8
0.0099,0.0099,0.0099,0.0099,0.01842382,9,37,45:12.7
0.0099,0.0099,0.00676667,0.00676667,0.01853808,5,21,40:57.3
0.0099,0.0099,0.0099,0.0099,0.01908583,3,5,43:34.5
0.0099,0.0099,0.0099,0.0099,0.01917321,5,13,43:58.2
0.0099,0.0099,0.0099,0.0099,0.01923417,5,17,43:59.6
0.0099,0.0099,0.0099,0.0099,0.01957006,9,33,45:09.6
0.0099,0.0099,0.00676667,0.00676667,0.0196068,3,13,40:33.2
0.0099,0.0099,0.0099,0.0099,0.01989425,7,29,44:32.0
0.0099,0.0099,0.0099,0.0099,0.02063507,3,9,43:35.8